sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	item-note	fulfillment-center-id	merchant-shipping-group-name	product_tax_code
NWWOBA92878	1666870238MHP	2	4391			UsedGood	1	a						
NWWOBG588153	1666868809ADA	2	4503			UsedGood	1	a						
NWWOBA92879	1666868731BPE	2	4232			UsedGood	1	a						
NWWOBG588154	1666868357BPD	2	4232			UsedGood	1	a						
NWWOBG588155	1666867957OLB	2	4391			UsedGood	1	a						
NWWOBG588156	1666866232MHP	2	4232			UsedGood	1	a						
NWWOBG588157	1666865715ADA	2	4503			UsedGood	1	a						
NWWOBG588158	1666865242MHP	2	4503			UsedGood	1	a						
NWWOBA92880	1666865173BPE	2	4232			UsedGood	1	a						
NWWOBA92881	1666865064ADA	2	4503			UsedGood	1	a						
NWWOBG588159	1666864409ADA	2	4232			UsedGood	1	a						
NWWOBA92882	1666861660ADA	2	4359			UsedGood	1	a						
NWWOBG588160	1666861181MHA	2	4232			UsedGood	1	a						
NWWOBG588161	1666860647MHP	2	4232			UsedGood	1	a						
NWWOBG588162	1666860591MHA	2	4232			UsedGood	1	a						
NWWOBG588163	1666860511IEV	2	4232			UsedGood	1	a						
NWWOBG588164	1666859186MHA	2	4232			UsedGood	1	a						
NWWOBA92883	1666857136MHP	2	4503			UsedGood	1	a						
NWWOBA92884	1666856778ADA	2	4232			UsedGood	1	a						
NWWOBA92885	1666855211IEV	2	4232			UsedGood	1	a						
NWWOBG588165	1666854792MHP	2	4232			UsedGood	1	a						
NWWOBA92886	1666851857ADA	2	4232			UsedGood	1	a						
NWWOBG588166	1666848626MHP	2	4232			UsedGood	1	a						
NWWOBG588167	1666847783ADA	2	4503			UsedGood	1	a						
NWWOBA92887	1666817334LEE	2	4232			UsedGood	1	a						
NWWOBA92888	1666815589LEE	2	4232			UsedGood	1	a						
NWWOBG588168	1666811466LEE	2	4232			UsedGood	1	a						
NWWOBG588169	1666808353LEE	2	4232			UsedGood	1	a						
NWWOBG588170	1666808028LEE	2	4232			UsedGood	1	a						
NWWOBA92889	1666802191LEE	2	4503			UsedGood	1	a						
NWWOBG588171	1666797973GEO	2	4503			UsedGood	1	a						
NWWOBG588172	1666797519LEE	2	4503			UsedGood	1	a						
NWWOBG588173	1666797268LEE	2	4232			UsedGood	1	a						
NWWOBG588174	1666796107LSA	2	4503			UsedGood	1	a						
NWWOBG588175	1666795366MEP	2	4503			UsedGood	1	a						
NWWOBA92890	1666794408LSA	2	4503			UsedGood	1	a						
NWWOBG588176	1666787970MHP	2	4583			UsedGood	1	a						
NWWOBG588177	1666787567LSA	2	4232			UsedGood	1	a						
NWWOBA92891	1666785692CLB	2	4232			UsedGood	1	a						
NWWOBG588178	1666785003ADA	2	4232			UsedGood	1	a						
NWWOBA92892	1666784809MHP	2	4168			UsedGood	1	a						
NWWOBG588179	1666784596BPD	2	4232			UsedGood	1	a						
NWWOBG588180	1666784155LSA	2	4232			UsedGood	1	a						
NWWOBG588181	1666783588LSA	2	4232			UsedGood	1	a						
NWWOBG588182	1666782563ADA	2	4232			UsedGood	1	a						
NWWOBA92893	1666780304BPG	2	4232			UsedGood	1	a						
NWWOBA92894	1666779868ADA	2	4503			UsedGood	1	a						
NWWOBG588183	1666779735BPE	2	4232			UsedGood	1	a						
NWWOBA92895	1666778873ADA	2	4503			UsedGood	1	a						
NWWOBA92896	1666777231BPD	2	4503			UsedGood	1	a						
NWWOBA92897	1666776277LSA	2	4232			UsedGood	1	a						
NWWOBG588184	1666774862ADA	2	4583			UsedGood	1	a						
NWWOBG588185	1666774404LSA	2	4503			UsedGood	1	a						
NWWOBA92898	1666773727ADA	2	4471			UsedGood	1	a						
NWWOBG588186	1666772802LSA	2	4359			UsedGood	1	a						
NWWOBG588187	1666770433LSA	2	4503			UsedGood	1	a						
NWWOBA92899	1666770324ADA	2	4232			UsedGood	1	a						
NWWOBG588188	1666768607LSA	2	4503			UsedGood	1	a						
NWWOBG588189	1666768068MHA	2	4232			UsedGood	1	a						
NWWOBA92900	1666767877MHP	2	4503			UsedGood	1	a						
NWWOBA92901	1666767164MHP	2	4232			UsedGood	1	a						
NWWOBG588190	1666765232MHP	2	4232			UsedGood	1	a						
NWWOBG588191	1666764222MHP	2	4232			UsedGood	1	a						
NWWOBA92902	1666763953MHP	2	4232			UsedGood	1	a						
NWWOBG588192	1666763383MHP	2	4232			UsedGood	1	a						
NWWOBA92903	1666729487LEE	2	4232			UsedGood	1	a						
NWWOBA92904	1666725749LEE	2	4615			UsedGood	1	a						
NWWOBA92905	1666724365LEE	2	4232			UsedGood	1	a						
NWWOBG588193	1666724189LEE	2	4232			UsedGood	1	a						
NWWOBA92906	1666720756LEE	2	4503			UsedGood	1	a						
NWWOBG588194	1666720076LEE	2	4232			UsedGood	1	a						
NWWOBA92907	1666717052LEE	2	4232			UsedGood	1	a						
NWWOBG588195	1666716639LEE	2	4232			UsedGood	1	a						
NWWOBG588196	1666715310LEE	2	4503			UsedGood	1	a						
NWWOBA92908	1666714846LEE	2	4583			UsedGood	1	a						
NWWOBG588197	1666714409LEE	2	4232			UsedGood	1	a						
NWWOBA92909	1666711709ADA	2	4503			UsedGood	1	a						
NWWOBG588198	1666709794ADA	2	4232			UsedGood	1	a						
NWWOBG588199	1666707611ADA	2	4232			UsedGood	1	a						
NWWOBG588200	1666707560ADA	2	4232			UsedGood	1	a						
NWWOBG588201	1666707429LEE	2	4503			UsedGood	1	a						
NWWOBG588202	1666703437ADA	2	4232			UsedGood	1	a						
NWWOBA92910	1666702296MHP	2	4503			UsedGood	1	a						
NWWOBA92911	1666701573BPD	2	4535			UsedGood	1	a						
NWWOBA92912	1666701151ADA	2	4232			UsedGood	1	a						
NWWOBG588203	1666700293ADA	2	4232			UsedGood	1	a						
NWWOBG588204	1666699958BPD	2	4519			UsedGood	1	a						
NWWOBA92913	1666698705ADA	2	4232			UsedGood	1	a						
NWWOBA92914	1666698587ADA	2	4232			UsedGood	1	a						
NWWOBG588205	1666698408MHP	2	4503			UsedGood	1	a						
NWWOBG588206	1666698253BPD	2	4232			UsedGood	1	a						
NWWOBA92915	1666698158ADA	2	4551			UsedGood	1	a						
NWWOBG588207	1666697647MHP	2	4232			UsedGood	1	a						
NWWOBA92916	1666697570ADA	2	4232			UsedGood	1	a						
NWWOBG588208	1666696570LSA	2	4503			UsedGood	1	a						
NWWOBG588209	1666693488ADA	2	4232			UsedGood	1	a						
NWWOBG588210	1666692638LSA	2	4232			UsedGood	1	a						
NWWOBG588211	1666692169ADA	2	4232			UsedGood	1	a						
NWWOBA92917	1666691009BPH	2	4232			UsedGood	1	a						
NWWOBG588212	1666688884ADA	2	4232			UsedGood	1	a						
NWWOBG588213	1666688410BPH	2	4232			UsedGood	1	a						
NWWOBG588214	1666687647BPH	2	4503			UsedGood	1	a						
NWWOBA92918	1666687633ADA	2	4503			UsedGood	1	a						
NWWOBA92919	1666686647ADA	2	4232			UsedGood	1	a						
NWWOBG588215	1666684175BPD	2	4503			UsedGood	1	a						
NWWOBA92920	1666684138ADA	2	4232			UsedGood	1	a						
NWWOBG588216	1666682385BPE	2	4232			UsedGood	1	a						
NWWOBA92921	1666680033MHP	2	4407			UsedGood	1	a						
NWWOBA92922	1666678763MHP	2	4232			UsedGood	1	a						
NWWOBA92923	1666645171LEE	2	4232			UsedGood	1	a						
NWWOBG588217	1666643905LEE	2	4232			UsedGood	1	a						
NWWOBA92924	1666640188LEE	2	4232			UsedGood	1	a						
NWWOBA92925	1666635128LEE	2	4232			UsedGood	1	a						
NWWOBG588218	1666630390LEE	2	4232			UsedGood	1	a						
NWWOBA92926	1666628940LEE	2	4503			UsedGood	1	a						
NWWOBA92927	1666628849LEE	2	4503			UsedGood	1	a						
NWWOBG588219	1666625471ADA	2	4232			UsedGood	1	a						
NWWOBA92928	1666623078ANA	2	4503			UsedGood	1	a						
NWWOBA92929	1666622888LSA	2	4232			UsedGood	1	a						
NWWOBA92930	1666622374LSA	2	4232			UsedGood	1	a						
NWWOBA92931	1666621143LSA	2	4503			UsedGood	1	a						
NWWOBA92932	1666620774IEV	2	4503			UsedGood	1	a						
NWWOBA92933	1666620661ANA	2	4232			UsedGood	1	a						
NWWOBA92934	1666620328LSA	2	4503			UsedGood	1	a						
NWWOBG588220	1666618070LSA	2	4232			UsedGood	1	a						
NWWOBG588221	1666617328MHP	2	4232			UsedGood	1	a						
NWWOBA92935	1666617175MEP	2	4248			UsedGood	1	a						
NWWOBA92936	1666616847LSA	2	4232			UsedGood	1	a						
NWWOBG588222	1666616090ADA	2	4232			UsedGood	1	a						
NWWOBG588223	1666615752MHP	2	4232			UsedGood	1	a						
NWWOBA92937	1666614558LSA	2	4503			UsedGood	1	a						
NWWOBG588224	1666613652ADA	2	4248			UsedGood	1	a						
NWWOBG588225	1666613412MHA	2	4232			UsedGood	1	a						
NWWOBG588226	1666612160IEV	2	4232			UsedGood	1	a						
NWWOBG588227	1666611820ADA	2	4232			UsedGood	1	a						
NWWOBG588228	1666611725MHA	2	4503			UsedGood	1	a						
NWWOBG588229	1666611699LSA	2	4232			UsedGood	1	a						
NWWOBA92938	1666611691MHP	2	4503			UsedGood	1	a						
NWWOBA92939	1666611383LSA	2	4232			UsedGood	1	a						
NWWOBG588230	1666606792ADA	2	4232			UsedGood	1	a						
NWWOBG588231	1666606060IEV	2	4503			UsedGood	1	a						
NWWOBG588232	1666605777ADA	2	4232			UsedGood	1	a						
NWWOBA92940	1666605733ADA	2	4503			UsedGood	1	a						
NWWOBA92941	1666605722LSA	2	4551			UsedGood	1	a						
NWWOBA92942	1666604999ADA	2	4503			UsedGood	1	a						
NWWOBG588233	1666602744ADA	2	4232			UsedGood	1	a						
NWWOBG588234	1666602696IEV	2	4280			UsedGood	1	a						
NWWOBA92943	1666602117LSA	2	4232			UsedGood	1	a						
NWWOBG588235	1666600746ADA	2	4232			UsedGood	1	a						
NWWOBA92944	1666599956MHP	2	4535			UsedGood	1	a						
NWWOBG588236	1666599297MHA	2	4232			UsedGood	1	a						
NWWOBG588237	1666597628ADA	2	4232			UsedGood	1	a						
NWWOBA92945	1666597569MHP	2	4232			UsedGood	1	a						
NWWOBG588238	1666597175IEV	2	4232			UsedGood	1	a						
NWWOBG588239	1666596801MEP	2	4503			UsedGood	1	a						
NWWOBA92946	1666596244MHP	2	4503			UsedGood	1	a						
NWWOBG588240	1666595951ADA	2	4232			UsedGood	1	a						
NWWOBG588241	1666595580MHA	2	4503			UsedGood	1	a						
NWWOBG588242	1666593512MHP	2	4232			UsedGood	1	a						
NWWOBG588243	1666592445MHP	2	4232			UsedGood	1	a						
NWWOBA92947	1666590737MHA	2	4503			UsedGood	1	a						
NWWOBA92948	1666380375GDO	2	4471			UsedGood	1	a						
NWWOBG588244	1666375201GDO	2	4232			UsedGood	1	a						
NWWOBG588245	1666365216GDT	2	4232			UsedGood	1	a						
NWWOBG588246	1666365046ADA	2	4232			UsedGood	1	a						
NWWOBG588247	1666356850ADA	2	4503			UsedGood	1	a						
NWWOBG588248	1666356262MHA	2	4599			UsedGood	1	a						
NWWOBG588249	1666355636EMB	2	4471			UsedGood	1	a						
NWWOBG588250	1666354176EMB	2	4168			UsedGood	1	a						
NWWOBG588251	1666353952MHP	2	4168			UsedGood	1	a						
NWWOBA92949	1666353928MHA	2	4232			UsedGood	1	a						
NWWOBG588252	1666352412LSA	2	4503			UsedGood	1	a						
NWWOBA92950	1666352331MHP	2	4264			UsedGood	1	a						
NWWOBA92951	1666352294ADA	2	4232			UsedGood	1	a						
NWWOBG588253	1666352176EMB	2	4503			UsedGood	1	a						
NWWOBG588254	1666352166MHP	2	4232			UsedGood	1	a						
NWWOBA92952	1666351195EMB	2	4503			UsedGood	1	a						
NWWOBA92953	1666348148MHP	2	4168			UsedGood	1	a						
NWWOBG588255	1666345636EMB	2	4168			UsedGood	1	a						
NWWOBG588256	1666344649LSA	2	4168			UsedGood	1	a						
NWWOBG588257	1666344516BWD	2	4232			UsedGood	1	a						
NWWOBG588258	1666344322LSA	2	4503			UsedGood	1	a						
NWWOBG588259	1666344082ANA	2	4343			UsedGood	1	a						
NWWOBG588260	1666344030BWD	2	4599			UsedGood	1	a						
NWWOBG588261	1666343294BWD	2	4471			UsedGood	1	a						
NWWOBG588262	1666343121BWD	2	4503			UsedGood	1	a						
NWWOBG588263	1666341924BWD	2	4168			UsedGood	1	a						
NWWOBA92954	1666340975BWD	2	4232			UsedGood	1	a						
NWWOBA92955	1666340368LSA	2	4168			UsedGood	1	a						
NWWOBG588264	1666338257MHA	2	4232			UsedGood	1	a						
NWWOBA92956	1666336869BWD	2	4232			UsedGood	1	a						
NWWOBA92957	1666334178MHP	2	4599			UsedGood	1	a						
NWWOBA92958	1666332386MHP	2	4232			UsedGood	1	a						
NWWOBG588265	9780714525754	2	3992			UsedGood	1	a						
NWWOBA92959	1677148307MHP	2	7506			UsedGood	1	a						
NWWOBA92960	1677146348TMB	2	8736			UsedGood	1	a						
NWWOBG588266	1677144073MHP	2	7363			UsedGood	1	a						
NWWOBG588267	1677099746LEE	2	6037			UsedGood	1	a						
NWWOBG588268	1677096291DPB	2	6500			UsedGood	1	a						
NWWOBG588269	1677077942IEV	2	6212			UsedGood	1	a						
NWWOBG588270	1677069596IEV	2	6500			UsedGood	1	a						
NWWOBA92961	1677067352MHP	2	6037			UsedGood	1	a						
NWWOBA92962	1666298238BDO	2	4455			UsedGood	1	a						
NWWOBA92963	1666297909LEE	2	4455			UsedGood	1	a						
NWWOBG588271	1666293688LEE	2	4232			UsedGood	1	a						
NWWOBA92964	1666293223LEE	2	4168			UsedGood	1	a						
NWWOBG588272	1666291860BDT	2	4599			UsedGood	1	a						
NWWOBG588273	1666287040BDT	2	4168			UsedGood	1	a						
NWWOBG588274	1666286091BDO	2	4599			UsedGood	1	a						
NWWOBA92965	1666285122LEE	2	4455			UsedGood	1	a						
NWWOBA92966	1666283881LEE	2	4168			UsedGood	1	a						
NWWOBG588275	1666283867BDO	2	4599			UsedGood	1	a						
NWWOBA92967	1666282831LEE	2	4168			UsedGood	1	a						
NWWOBG588276	1666282767BDT	2	4599			UsedGood	1	a						
NWWOBA92968	1666282689LEE	2	4168			UsedGood	1	a						
NWWOBG588277	1666282655BDT	2	4599			UsedGood	1	a						
NWWOBG588278	1666282090BDT	2	4168			UsedGood	1	a						
NWWOBG588279	1666281424BDT	2	4168			UsedGood	1	a						
NWWOBG588280	1666279566LEE	2	4232			UsedGood	1	a						
NWWOBG588281	1666277818LEE	2	4503			UsedGood	1	a						
NWWOBG588282	1666277536RST	2	4168			UsedGood	1	a						
NWWOBG588283	1666277357RST	2	4168			UsedGood	1	a						
NWWOBA92969	1666274560LSA	2	4567			UsedGood	1	a						
NWWOBA92970	1666274250BDT	2	4599			UsedGood	1	a						
NWWOBG588284	1666273386BDT	2	4232			UsedGood	1	a						
NWWOBA92971	1666273034IEV	2	4168			UsedGood	1	a						
NWWOBG588285	1666272028LSA	2	4296			UsedGood	1	a						
NWWOBG588286	1666271911IEV	2	4168			UsedGood	1	a						
NWWOBG588287	1666270706MHA	2	4296			UsedGood	1	a						
NWWOBG588288	1666269705MHA	2	4296			UsedGood	1	a						
NWWOBG588289	1666269279IEV	2	4455			UsedGood	1	a						
NWWOBG588290	1666266947MHA	2	4232			UsedGood	1	a						
NWWOBA92972	1666266056MHP	2	4503			UsedGood	1	a						
NWWOBG588291	1666265897RSH	2	4503			UsedGood	1	a						
NWWOBA92973	1666265665MHA	2	4599			UsedGood	1	a						
NWWOBG588292	1666265590MHA	2	4599			UsedGood	1	a						
NWWOBA92974	1666265106MHP	2	4168			UsedGood	1	a						
NWWOBG588293	1666264593RSH	2	4311			UsedGood	1	a						
NWWOBG588294	1666264117MHA	2	4168			UsedGood	1	a						
NWWOBG588295	1666263217RST	2	4184			UsedGood	1	a						
NWWOBG588296	1666255512LSA	2	4599			UsedGood	1	a						
NWWOBG588297	1666255083IEV	2	4296			UsedGood	1	a						
NWWOBA92975	1666252200MHP	2	4232			UsedGood	1	a						
NWWOBA92976	1666249675LSA	2	4599			UsedGood	1	a						
NWWOBG588298	1666245330MHP	2	4599			UsedGood	1	a						
NWWOBG588299	1666207321GEO	2	4599			UsedGood	1	a						
NWWOBA92977	1666199353DPB	2	4375			UsedGood	1	a						
NWWOBG588300	1666196809DPB	2	4503			UsedGood	1	a						
NWWOBG588301	1666193923GEO	2	4296			UsedGood	1	a						
NWWOBG588302	1666191241GDF	2	4296			UsedGood	1	a						
NWWOBG588303	1666190046GDF	2	4296			UsedGood	1	a						
NWWOBG588304	1666187879GDF	2	4599			UsedGood	1	a						
NWWOBA92978	1666187490DPB	2	4599			UsedGood	1	a						
NWWOBG588305	1666186885GDF	2	4296			UsedGood	1	a						
NWWOBA92979	1666186348MEP	2	4599			UsedGood	1	a						
NWWOBA92980	1666182465GST	2	4599			UsedGood	1	a						
NWWOBG588306	1666181903CLB	2	4296			UsedGood	1	a						
NWWOBG588307	1666181846LSA	2	4232			UsedGood	1	a						
NWWOBA92981	1666181012GST	2	4296			UsedGood	1	a						
NWWOBG588308	1666180365MHP	2	4296			UsedGood	1	a						
NWWOBG588309	1666179890MHP	2	4296			UsedGood	1	a						
NWWOBG588310	1666179815MHP	2	4296			UsedGood	1	a						
NWWOBA92982	1666177461MHP	2	4296			UsedGood	1	a						
NWWOBA92983	1666175542EMB	2	4599			UsedGood	1	a						
NWWOBG588311	1666174105GDT	2	4296			UsedGood	1	a						
NWWOBG588312	1666174094EMB	2	4296			UsedGood	1	a						
NWWOBG588313	1666173930BPE	2	4296			UsedGood	1	a						
NWWOBG588314	1666173508LSA	2	4599			UsedGood	1	a						
NWWOBA92984	1666170963LSA	2	4599			UsedGood	1	a						
NWWOBG588315	1666170726CLB	2	4599			UsedGood	1	a						
NWWOBA92985	1666170543GDO	2	4296			UsedGood	1	a						
NWWOBG588316	1666170486GDO	2	4296			UsedGood	1	a						
NWWOBG588317	1666169085BPE	2	4599			UsedGood	1	a						
NWWOBA92986	1666165925MHP	2	4296			UsedGood	1	a						
NWWOBA92987	1677048791ADA	2	6708			UsedGood	1	a						
NWWOBA92988	1676983757IEV	2	8369			UsedGood	1	a						
NWWOBA92989	1676980304IEV	2	6756			UsedGood	1	a						
NWWOBG588318	1676975987TMB	2	6069			UsedGood	1	a						
NWWOBA92990	1676973817MHP	2	6037			UsedGood	1	a						
NWWOBA92991	1676973207MHP	2	7682			UsedGood	1	a						
NWWOBA92992	1676897940IEV	2	7267			UsedGood	1	a						
NWWOBA92993	1666165440GDT	2	4296			UsedGood	1	a						
NWWOBG588319	1666164421GST	2	4232			UsedGood	1	a						
NWWOBG588320	1666162093GDO	2	4599			UsedGood	1	a						
NWWOBA92994	1666159864BPE	2	4599			UsedGood	1	a						
NWWOBA92995	1666157910MHP	2	4296			UsedGood	1	a						
NWWOBA92996	1666157780GDO	2	4296			UsedGood	1	a						
NWWOBG588321	1666126725LEE	2	4296			UsedGood	1	a						
NWWOBG588322	1666126283LEE	2	4296			UsedGood	1	a						
NWWOBG588323	1666125264LEE	2	4296			UsedGood	1	a						
NWWOBG588324	1666121958LEE	2	4296			UsedGood	1	a						
NWWOBG588325	1666121522DPB	2	4375			UsedGood	1	a						
NWWOBG588326	1666120572LEE	2	4296			UsedGood	1	a						
NWWOBA92997	1666118474DPB	2	4599			UsedGood	1	a						
NWWOBG588327	1666116079LEE	2	4327			UsedGood	1	a						
NWWOBG588328	1666115328DPB	2	4296			UsedGood	1	a						
NWWOBG588329	1666115040DPB	2	4599			UsedGood	1	a						
NWWOBG588330	1666115028LEE	2	4296			UsedGood	1	a						
NWWOBA92998	1666112210DPB	2	4296			UsedGood	1	a						
NWWOBA92999	1666111476LEE	2	4599			UsedGood	1	a						
NWWOBA93000	1666105964DPB	2	4296			UsedGood	1	a						
NWWOBA93001	1666105622ADA	2	4296			UsedGood	1	a						
NWWOBG588331	1666104442ADA	2	4296			UsedGood	1	a						
NWWOBG588332	1666102431LEE	2	4296			UsedGood	1	a						
NWWOBA93002	1666101920LEE	2	4296			UsedGood	1	a						
NWWOBG588333	1666099228BPD	2	4551			UsedGood	1	a						
NWWOBA93003	1666098862MHP	2	4296			UsedGood	1	a						
NWWOBA93004	1666098712MHP	2	4296			UsedGood	1	a						
NWWOBA93005	1666097850MHP	2	4599			UsedGood	1	a						
NWWOBA93006	1666097534LSA	2	4296			UsedGood	1	a						
NWWOBG588334	1666096873LSA	2	4375			UsedGood	1	a						
NWWOBA93007	1666096521LSA	2	4296			UsedGood	1	a						
NWWOBG588335	1666096437ADA	2	4296			UsedGood	1	a						
NWWOBA93008	1666096022ADA	2	4296			UsedGood	1	a						
NWWOBA93009	1666095255BPF	2	4296			UsedGood	1	a						
NWWOBA93010	1666094310MHP	2	4296			UsedGood	1	a						
NWWOBG588336	1666093921TMB	2	4296			UsedGood	1	a						
NWWOBA93011	1666093061TMB	2	4599			UsedGood	1	a						
NWWOBG588337	1666092597TMB	2	4296			UsedGood	1	a						
NWWOBG588338	1666092545MHA	2	4599			UsedGood	1	a						
NWWOBA93012	1666092049MHP	2	4296			UsedGood	1	a						
NWWOBA93013	1666092036LSA	2	4503			UsedGood	1	a						
NWWOBG588339	1666091361ADA	2	4296			UsedGood	1	a						
NWWOBA93014	1666091203MHP	2	4296			UsedGood	1	a						
NWWOBG588340	1666091177LSA	2	4296			UsedGood	1	a						
NWWOBG588341	1666091126MHP	2	4296			UsedGood	1	a						
NWWOBG588342	1666090531MEP	2	4599			UsedGood	1	a						
NWWOBG588343	1666090234MEP	2	4599			UsedGood	1	a						
NWWOBG588344	1666090098MEP	2	4296			UsedGood	1	a						
NWWOBG588345	1666089818TMB	2	4599			UsedGood	1	a						
NWWOBA93015	1666088684MHP	2	4296			UsedGood	1	a						
NWWOBA93016	1666088375ADA	2	4296			UsedGood	1	a						
NWWOBA93017	1666088205CLB	2	4471			UsedGood	1	a						
NWWOBG588346	1666086518IEV	2	4535			UsedGood	1	a						
NWWOBA93018	1666086044EMB	2	4599			UsedGood	1	a						
NWWOBG588347	1666086031MHP	2	4296			UsedGood	1	a						
NWWOBG588348	1666085983ADA	2	4599			UsedGood	1	a						
NWWOBG588349	1666085947MEP	2	4599			UsedGood	1	a						
NWWOBG588350	1666084873TMB	2	4296			UsedGood	1	a						
NWWOBG588351	1666084243MHA	2	4296			UsedGood	1	a						
NWWOBG588352	1666083175MHA	2	4296			UsedGood	1	a						
NWWOBG588353	1666082595TMB	2	4296			UsedGood	1	a						
NWWOBG588354	1666081158TMB	2	4631			UsedGood	1	a						
NWWOBG588355	1666080870MEP	2	4296			UsedGood	1	a						
NWWOBG588356	1666079409LSA	2	4296			UsedGood	1	a						
NWWOBA93019	1666079014ADA	2	4296			UsedGood	1	a						
NWWOBG588357	1666078977MHP	2	4296			UsedGood	1	a						
NWWOBG588358	1666078773ADA	2	4296			UsedGood	1	a						
NWWOBA93020	1666077215TMB	2	4296			UsedGood	1	a						
NWWOBA93021	1666073464MHP	2	4296			UsedGood	1	a						
NWWOBG588359	1666073085TMB	2	4168			UsedGood	1	a						
NWWOBG588360	1666072574MHP	2	4296			UsedGood	1	a						
NWWOBA93022	1676888277MHP	2	7474			UsedGood	1	a						
NWWOBG588361	1676875479BAB	2	9567			UsedGood	1	a						
NWWOBA93023	1676872460BAB	2	28577			UsedGood	1	a						
NWWOBA93024	1676663701BDB	2	7858			UsedGood	1	a						
NWWOBA93025	1676663051BGB	2	8896			UsedGood	1	a						
NWWOBG588362	1676651758BDB	2	7315			UsedGood	1	a						
NWWOBA93026	1676618161ADA	2	11053			UsedGood	1	a						
NWWOBG588363	1676583946GEO	2	6660			UsedGood	1	a						
NWWOBA93027	1676583655GEO	2	6756			UsedGood	1	a						
NWWOBG588364	1666072436TMB	2	4599			UsedGood	1	a						
NWWOBG588365	1666072055TMB	2	4296			UsedGood	1	a						
NWWOBG588366	1666071986TMB	2	4296			UsedGood	1	a						
NWWOBG588367	1666071975MHA	2	4599			UsedGood	1	a						
NWWOBA93028	1666071382TMB	2	4599			UsedGood	1	a						
NWWOBG588368	1666041023LEE	2	4599			UsedGood	1	a						
NWWOBG588369	1666040485LEE	2	4599			UsedGood	1	a						
NWWOBA93029	1666039647LEE	2	4599			UsedGood	1	a						
NWWOBA93030	1666028656LEE	2	4296			UsedGood	1	a						
NWWOBA93031	1666025310CRH	2	4631			UsedGood	1	a						
NWWOBA93032	1666025206LEE	2	4296			UsedGood	1	a						
NWWOBG588370	1666025126CRH	2	4535			UsedGood	1	a						
NWWOBA93033	1666024708LEE	2	4296			UsedGood	1	a						
NWWOBA93034	1666020154LEE	2	4296			UsedGood	1	a						
NWWOBA93035	1666019977LEE	2	4599			UsedGood	1	a						
NWWOBG588371	1666018334LEE	2	4296			UsedGood	1	a						
NWWOBA93036	1666017000ADA	2	4296			UsedGood	1	a						
NWWOBG588372	1666016461ADA	2	4296			UsedGood	1	a						
NWWOBA93037	1666014876ADA	2	4200			UsedGood	1	a						
NWWOBA93038	1666014720ADA	2	4599			UsedGood	1	a						
NWWOBG588373	1666008260MHP	2	4296			UsedGood	1	a						
NWWOBA93039	1666007478LSA	2	4296			UsedGood	1	a						
NWWOBA93040	1666005956CRO	2	4599			UsedGood	1	a						
NWWOBG588374	1666002138ADA	2	4296			UsedGood	1	a						
NWWOBG588375	1666001841CRT	2	4296			UsedGood	1	a						
NWWOBG588376	1666001503ADA	2	4599			UsedGood	1	a						
NWWOBA93041	1666000970IEV	2	4599			UsedGood	1	a						
NWWOBG588377	1666000171LSA	2	4296			UsedGood	1	a						
NWWOBG588378	1665998486LSA	2	4296			UsedGood	1	a						
NWWOBA93042	1665998145LSA	2	4296			UsedGood	1	a						
NWWOBG588379	1665996516ADA	2	4296			UsedGood	1	a						
NWWOBG588380	1665995981IEV	2	4599			UsedGood	1	a						
NWWOBG588381	1665995015MHP	2	4599			UsedGood	1	a						
NWWOBG588382	1665992863ADA	2	4296			UsedGood	1	a						
NWWOBG588383	1665990807IEV	2	4599			UsedGood	1	a						
NWWOBG588384	1665990485CRO	2	4296			UsedGood	1	a						
NWWOBA93043	1665987702MHP	2	4599			UsedGood	1	a						
NWWOBG588385	1665986730ADA	2	4168			UsedGood	1	a						
NWWOBA93044	1665780536LEE	2	4599			UsedGood	1	a						
NWWOBA93045	1665777355GEO	2	4296			UsedGood	1	a						
NWWOBA93046	1665776185GEO	2	4599			UsedGood	1	a						
NWWOBG588386	1665773877DPB	2	4296			UsedGood	1	a						
NWWOBG588387	1665772682LEE	2	4599			UsedGood	1	a						
NWWOBA93047	1665769273GEO	2	4599			UsedGood	1	a						
NWWOBG588388	1665768410DPB	2	4296			UsedGood	1	a						
NWWOBG588389	1665766851LEE	2	4599			UsedGood	1	a						
NWWOBA93048	1665765566LEE	2	4296			UsedGood	1	a						
NWWOBG588390	1665765409DPB	2	4599			UsedGood	1	a						
NWWOBG588391	1665765394LEE	2	4599			UsedGood	1	a						
NWWOBG588392	1665765233DPB	2	4599			UsedGood	1	a						
NWWOBA93049	1665763152ANA	2	4599			UsedGood	1	a						
NWWOBG588393	1665762986GEO	2	4296			UsedGood	1	a						
NWWOBG588394	1665762577DPB	2	4599			UsedGood	1	a						
NWWOBA93050	1665761592ANA	2	4343			UsedGood	1	a						
NWWOBG588395	1665760923CRO	2	4599			UsedGood	1	a						
NWWOBG588396	1665760099CRO	2	4599			UsedGood	1	a						
NWWOBA93051	1665755066LEE	2	4296			UsedGood	1	a						
NWWOBA93052	1665754672MEP	2	4503			UsedGood	1	a						
NWWOBA93053	1665753579LSA	2	4296			UsedGood	1	a						
NWWOBA93054	1665753405LSA	2	4296			UsedGood	1	a						
